Y,X6,X8,X9,X5,X7,X1,X3,X2,X10,X4,E
0.0647590366186343,-0.0515426048288409,0.0848755558971678,-0.2031622530856386,0.4398806443721849,-0.1201121272739584,0.7616058096580656,-0.5221413810847475,-0.9295963247451164,2.162226178478292,0.2119736006192511,8
0.0861166164546445,-0.0685243288513453,0.1928084849230995,-0.4916326199853001,0.4586365271749418,-0.3554447369082599,0.5545531570682524,-0.7137931849899259,-0.7098542264374643,2.237655381176362,0.2172565922031177,8
0.0879539096951188,-0.017603299874054,-0.0757166515579725,-0.2419496117750592,0.4644749185162095,0.0698169865674759,0.6952959055089682,-0.6869254618155574,-0.7267487748183875,2.07489323198941,0.2937610887538331,8
-0.0240287524385961,0.0214736727641453,0.087047773570951,0.1466095723939203,0.6156781571216905,-0.0009373233704699,0.6385567960362679,-0.5258816532262468,-0.5168084094868021,2.1612105997536566,0.3056939711215794,8
0.0834381823571452,0.0031087133644435,-0.1074555375893108,-0.4069268412270766,0.4459505946270156,0.3141675718476008,0.5557457825248153,-0.5918725473000137,-0.528686669248673,2.3105444087815106,0.4123251663978796,8
-0.0552515806966301,0.0186555137880696,-0.0764972265758481,0.5389998804484789,0.5341864890323801,0.250119285413086,0.5281927086586395,-0.2621576152780286,-0.149125315709933,2.030971886868032,0.636143085115699,8
0.0286706444613118,-0.0757075858578504,-0.1056690014311265,-0.1290545595687748,0.5870569051386885,0.2991708799643443,0.5102851288362816,-0.5971361798471558,-0.7754043438409166,2.284016205846899,0.3282769565671063,8
0.0065638176381323,-0.0071854619158731,-0.0390164561268147,-0.1249847947568982,0.5801175137893829,-0.0929410455042252,0.6317154282172709,-0.5827011169567473,-0.6580780543936293,2.3602255186660384,0.2385715872376685,8
-0.0677455217425032,-0.0840988229357754,-0.0382220552179867,0.3586608959835589,0.508873412176676,0.0853815978507152,0.5073629040910247,-0.1735524152798491,-0.2641336568953291,1.653331679130026,0.3464471444484776,8
-0.0643271944203038,-0.028915017438924,0.1823774960500259,0.3421362578282993,0.4068036611354669,-0.1982815521184915,0.5424967054822546,-0.524356632755045,-0.648150890048265,2.0055772841260304,0.2715790455787734,8
-0.0107188835277279,-0.1299204446327548,0.2750944095730804,-0.2132721561382835,0.5880770168345762,-0.3439382135609782,0.708079752432771,-0.5976726068898083,-0.8201690502281279,2.092949123836774,0.2928949522866518,8
0.1526484216869907,0.0234036590621159,0.0263218957425513,-0.7324120581564644,0.3567783514603472,-0.0546894152134734,0.6991514559383698,-0.6830344083849124,-0.8113342035481217,2.182585430989457,0.2697517120496679,8
0.0402787871900135,0.1756056524862971,0.0997753974583866,-0.245799592092331,0.4590001234992796,-0.2365759580075453,0.7437482555382566,-0.6610434803418739,-0.6459807162259132,2.2285068388335776,0.1469874783423279,8
0.0060874402058628,0.1680724717742402,0.1164935654881614,0.0447094727790111,0.4313946336230945,-0.3299502136953296,0.8875388868332873,-0.5243028119300175,-0.6305510901567636,1.927109235262143,0.1919746700808473,8
-0.0590005482265244,-0.0924250123422849,0.0113933620265683,0.1478979453355915,0.5196774621506662,0.1703064922108033,0.5120525665939689,-0.3137033531809907,-0.5564741689667402,1.919412758300835,0.3061629699478448,8
-0.0230746903875769,0.1670783323237042,-0.1906357831006214,0.1095365488932072,0.4734251065888429,0.4625436431274968,0.4993444553930264,-0.4566137560239941,-0.5997301317548464,2.1140832948971338,0.3807937382502701,8
0.1604907389262416,0.1180953846582463,0.1333313375017593,-0.6939577582422325,0.6535401911601879,-0.160452979572615,0.7180183561425443,-0.6512615591715569,-0.901320330287328,2.219257326325533,0.139423986616805,8
0.1449610746696435,-0.0394624531281133,0.0231693237147347,-0.6454914985455305,0.4617789908848056,-0.0810591579676465,0.6231326741805645,-0.6928228772381844,-0.73006010832424,2.311749698030052,0.2094687631028326,8
-0.0036208454655768,-0.1544612806724605,0.030696493766705,0.0778165316036664,0.438361603379178,-0.1356144751992138,0.6228267441768162,-0.6507650994496301,-0.7427224099672348,2.071587473278896,0.4522553753317437,8
-0.0437352134022573,-0.1413042359942153,-0.1048139349907531,0.184742127985332,0.4946551680271897,0.0481717213171095,0.4834383934627266,-0.3505506037431551,-0.2453054992225358,1.9341722241313335,0.4270414759733029,8
0.1066809331148219,0.2104845425825011,-0.0963419663142833,-0.4791967230621806,0.6470843697915424,0.2043920929924684,0.896048035595663,-0.7020531619752941,-0.7179866686051201,2.494144593443004,0.2109006887111176,8
-0.0142058529846944,-0.0982640196184197,0.0301453760966909,0.1434882406216525,0.4094990308294507,-0.0509614304416847,0.5666080472403089,-0.5775743257748803,-0.8059170062682581,2.112558996603457,0.2423613770700549,8
-0.0552121423514022,0.0616180311842844,0.1453031435192855,0.2434561595665184,0.4998607817265875,-0.2489496301580467,0.636237821805335,-0.6969989534236205,-0.6878858981198189,2.2085059357826013,0.1125004961104246,8
-0.0694061310534553,0.1325601266352844,-0.0106969343777747,0.3666246350960938,0.6301910598801501,-0.1365104395035694,0.6450825757109748,-0.4936127992149423,-0.5309655134061283,2.30286135200608,0.1496164955627685,8
-0.0186325874296807,-0.0245547406064149,-0.1732292055960997,0.1407055614345686,0.5963919760959041,0.4966084440558431,0.5917989394071778,-0.4505753748255838,-0.4539770755070754,2.432567676696924,0.572190366171091,8
-0.0134259688978244,-0.0817266136844784,-0.010562087109908,-0.1094638285519066,0.5406395254102062,-0.193380706307144,0.7088761700634203,-0.7267561019103299,-1.0094151039394983,2.398638222038524,0.1438100649276164,8
0.1622957154795644,-0.080361544616143,0.1460070929004719,-0.7170111798462625,0.5149870348333198,-0.4825790844784608,0.8019978500152022,-0.7302220730589646,-0.9446654196376156,2.190174053229769,0.0137700186313842,8
-0.0440318575203685,-0.2111358344125767,0.0837322316899342,0.2205291711792602,0.4570307025216648,-0.2174404330096058,0.5585940925152051,-0.4248550809909799,-0.5600378540737371,2.054258552790323,0.2952432542348896,8
0.0511957728461834,0.0659033380820122,-0.0880556497140199,-0.2844442084193513,0.7217232579506574,-0.0122008938580935,0.7054992554879089,-0.6800958002177475,-0.6778017757003669,2.529602446388504,0.438835377898296,8
-0.0419812973541355,-0.0268896969213356,-0.0070057716040515,0.2324208633657718,0.6353246418344959,0.014709435522426,0.5608484778381434,-0.5192284755578483,-0.563682218791911,2.26236771039576,0.2134449989191427,8
0.0019993296880662,0.0517388089140536,0.0580726929215454,-0.0785253871020854,0.5258308897478366,-0.1808358371543714,0.6385524395700561,-0.5413194718338726,-0.5679140908268043,1.988923384384518,0.2081688170836966,8
-0.0542968446654569,0.1585386642129104,0.1470093903663388,0.0993013491291749,0.6006362178573268,-0.3536763902873014,0.7207641840437802,-0.643603601506936,-0.5637841823713492,2.279501842755654,0.1659678265354169,8
0.0145260275290994,0.0697427675555835,0.0015852662407899,0.0348797998419192,0.5045997136486079,0.0996209954937925,0.703005709717511,-0.5554625102499526,-0.8281784233930103,2.328911937811144,0.2343511664257616,8
-0.0579827689433248,-0.0315981917768025,-0.0820151004074945,0.3561328935767161,0.4610753373413019,0.1691995997366004,0.501821527436344,-0.3979408510921261,-0.3270568239440264,1.9314950952008367,0.3598958560896824,8
-0.0964037793016189,-0.0275636678612843,-0.0416626016671118,0.3965966298483182,0.3603269974671049,0.0733230468327921,0.5466202041663644,-0.3958483203976182,-0.5718458285171812,1.8731693125332751,0.3434636282396419,8
0.1067841301988039,-0.034847729339893,0.0271120982036333,-0.5573647439467593,0.4798391150051291,-0.0206164566464355,0.6782360572085777,-0.475787574174899,-0.4699257293680912,2.16272281902162,0.2472001920654434,8
0.1115192547183971,-0.0164207905847736,-0.014492646631327,-0.5136097549506784,0.6151172563756759,0.0344035567940228,0.7605968330971763,-0.5678842438148378,-0.7673940380974565,2.300850594267318,0.1874537824222201,8
-0.0070072593091312,-0.0125640597487831,0.030996195359254,0.0844134158818074,0.3040273099992158,-0.0211376479625544,0.4470015497805195,-0.3752219121417742,-0.5712210466466301,1.6229985851484054,0.3014688107906489,8
0.0219869453601525,0.1242188400290043,-0.0485850377852425,-0.1731475445331332,0.5616426717154827,-0.1995822329252737,0.818841952349463,-0.7292691005106617,-0.714305815330297,2.217900304844466,0.3860294980714629,8
0.0551923920092398,0.1056514686566786,-0.0595418175957432,-0.155492020806924,0.3766871556391693,-0.0293783051107274,0.649321019080893,-0.4705875770402429,-0.542575648824781,2.0408262183988515,0.287785096436279,8
-0.1052169639439929,0.0036434768919224,0.0657193380426171,0.4580720260853218,0.4041677824383012,-0.13770448255469,0.5979766178878119,-0.5671543234913767,-0.8042183696393048,2.1626278493328464,0.129266168147512,8
-0.0369163132347819,0.0631367030699861,0.0768932558572507,0.0522838724759903,0.4516529103243432,-0.1515394762173189,0.9755867080608304,-0.9543330382659851,-1.0087167204527892,2.4797742671138483,0.1661206247220574,8
